PRDTNM,RTRVLPRVNS,BSSHNM,ADDR,TELNO,BRCDNO,FRMLCUNIT,MNFDT,RTRVLPLANDOC_RTRVLMTHD,DISTBTMLMT,PRDLST_TYPE,IMG_FILE_PATH,PRDLST_CD,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,RTRVL_GRDCD_NM,PRDLST_CD_NM,LCNS_NO,sido,sigungu,record_date
메타그린 슬림업,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,31.08g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-11-25,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288063,E0200600000000,2025-05-21 13:17:27.531366,3000204991,20040017031273,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 슬림업,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,25.2g,데이터없음,출고량 30.3kg 전량수출,2026-12-25,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288071,E0200600000000,2025-05-21 13:15:11.40871,3000204999,20040017031273,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 골드 플러스,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,7.95g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-10-29,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288089,E0200600000000,2025-05-21 13:00:06.0,3000205025,20040017031271,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 골드 플러스,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,286.2g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-12-01,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288034,E0200600000000,2025-05-21 13:36:38.701441,3000204935,20040017031271,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 슬림업,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,4.2g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-10-30,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288055,E0200600000000,2025-05-21 13:19:29.067491,3000204980,20040017031273,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 슬림 플러스,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,25.2g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-11-17,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288035,E0200600000000,2025-05-21 13:34:46.347807,3000204941,20040017031276,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 슬림업,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,50.4g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-10-06,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288052,E0200600000000,2025-05-21 13:30:43.835418,3000204971,20040017031273,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
메타그린 슬림업,초산에틸 검출,(주)아모레퍼시픽,경기도 안성시,,,4.2g,데이터없음,거래처 재고량 반품 및 창고 재고물량 회수 등,2026-11-24,건강기능식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2288060,E0200600000000,2025-05-21 13:18:48.569798,3000204985,20040017031273,3등급,녹차추출물,20040017031,경기도,경기도 안성시,2025-05-21
목이버섯,잔류농약 기준 초과,유한회사 신흥농산,경상남도 하동군,,8809260234666,"①수입제품 10kg, ②소분제품 200g,500g",포장일자: 2025.2.5,판매처를 통해 회수정보 제공 및 회수,"(수입제품)포장일로부터 2년까지, (소분제품)2027.2.3",농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287678, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287679, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287680",A0700700000000,2025-05-20 18:32:23.003287,3000204879,,2등급,목이버섯,20230012157,경상남도,경상남도 하동군,2025-05-20
목이버섯,잔류농약 기준 초과,일품농산,대전광역시 대덕구,,8809260236905,"①수입제품 10kg,1kg, ②소분제품 100g",포장일자: 2025.3.7,판매처에 회수 정보 통보 후 추적 등을 통해 회수,"(수입제품)포장일로부터 2년까지, (소분제품)2027.3.5",농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287709, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287710, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2287711",A0700700000000,2025-05-20 18:32:43.54079,3000204882,,2등급,목이버섯,20230028079,대전광역시,대전광역시 대덕구,2025-05-20
코코넛밀크바,세균수 기준규격 부적합,농업회사법인 주식회사 상호프레시팜,강원특별자치도 원주시,,8809778710904,80g,2025-03-20,거래처 직접 방문 회수,없음,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2284920, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2284921",C0302010400000,2025-05-16 11:14:34.909928,3000204660,202505880013,3등급,샤베트,20250588001,강원특별자치도,강원특별자치도 원주시,2025-05-16
서분례명인 매실식초,보존료 기준 규격 부적합,서일농원,경기도 안성시,,,300ml,데이터없음,판매처 납품량 전량 회수 및 최종소비자 판매내역은 개별유선연락으로 환불 안내,2027-03-10,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2281885, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2281886",C0312010100000,2025-05-13 13:08:00.294836,3000204527,1998036001611,3등급,발효식초,19980360016,경기도,경기도 안성시,2025-05-13
슈퍼 파워 2090 복합 루테인,붕해시험 부적합,내츄럴삼육오주식회사,경기도 고양시 일산동구,,3418641,600mg X 90캡슐(총 54g),데이터없음,거래처 재고량 반품 회수,2026.10.29,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277463, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277464, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277465",E0000000000000,2025-04-29 17:26:51.635658,3000203978,,3등급,건강기능식품,20100320451,경기도,경기도 고양시,2025-04-29
머선129 빠져드네 유산균,프로바이오틱스수 함량 미달,포항바이오파크,경상북도 포항시 남구,,8809292032797,"1box=1.5g×90정, 0.135kg",2024.12.24.,자체 회수 및 유선통화 후 택배 회수,2026.12.23.,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277459, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277460, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277461, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2277462",E0205100000000,2025-04-29 17:53:53.106708,3000204052,20100018018111,3등급,프로바이오틱스,20100018018,경상북도,경상북도 포항시,2025-04-29
"삽주(백출)(뿌리줄기, 건조)","중금속(납, 카드뮴) 기준규격 초과",주식회사 중한무역,서울특별시 동대문구,,,"30kg, 600g",2023년,소비자 직접 반품,2028.3.31까지,농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2275784, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2275785, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2275786, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2275787",A1229000000000,2025-04-25 17:59:15.440991,3000203761,,2등급,삽주(백출),,서울특별시,서울특별시 동대문구,2025-04-25
마자오분,클로르피리포스 기준 규격 부적합,해나식품,서울특별시 동대문구,,,200g,2025-01-03,강제 회수,2027-01-02,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271825, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271873",C0312050100000,2025-04-21 18:07:57.324428,3000203522,20170415082136,2등급,천연향신료,20170042049,서울특별시,서울특별시 동대문구,2025-04-21
몽고간장 국,3-MCPD 기준 초과,몽고식품주식회사,경상남도 창원시 의창구,,8801301001619,1.8L,2024. 10. 25.,"1, 2차 거래처 회수 공지후 직접 및 택배 회수",2026. 10. 24.,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271507, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271508",C0311070000000,2025-04-19 17:07:16.60242,3000203535,1987058908011,2등급,혼합간장,19870589080,경상남도,경상남도 창원시,2025-04-19
몽고간장 국,3-MCPD 기준 부적합,몽고식품주식회사,경상남도 창원시 의창구,,8801301012769,13L,20241017,"1, 2차 거래처 회수 공지후 직접 및 택배 회수",20261016,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271513, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2271514",C0311070000000,2025-04-19 17:06:20.004424,3000203539,1987058908011,2등급,혼합간장,19870589080,경상남도,경상남도 창원시,2025-04-19
멀티비타민 올인원,요오드 부적합,고려은단 헬스케어(주),경기도 안산시 단원구,,8809497531729,,2025-02-11,소비자 직접 유선 연락 등,2027-02-10,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2269271, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2269272, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2269273, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2269274, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2269275",E0101500000000,2025-04-16 14:30:22.932289,3000203368,2016000600546,3등급,칼슘,20160006005,경기도,경기도 안산시,2025-04-16
프로폴리스,디에틸렌글리콜(μg/g) 부적합,(주)농업회사법인 비엔케어,경기도 이천시,,,50ml,20250311,"택배, 방문 회수",20270310,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257038, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257039, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257040",E0200800000000,2025-03-28 14:58:36.722974,3000202478,200600170226,3등급,프로폴리스추출물,20060017022,경기도,경기도 이천시,2025-03-28
영지버섯(통),잔류농약 기준 초과,정보무역,서울특별시 동대문구,,,"①수입제품: 14kg, 24kg, 25kg/box, ②소분제품: 500g",데이터없음,직접회수,포장일자: 2025.3.12 (소비기한: 포장일로부터 2년),농산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257244, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257245, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2257246",A0700800000000,2025-03-28 18:36:36.796276,3000202486,,2등급,영지버섯,20130042632,서울특별시,서울특별시 동대문구,2025-03-28
프로폴리스,자가품질위탁검사 디에틸렌글리콜(μg/g) 부적합,(주)농업회사법인 비엔케어,경기도 이천시,,,50mL,2025.03.05,"택배, 방문회수",2027.03.04,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2254453, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2254454, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2254455",E0200800000000,2025-03-27 09:11:58.242673,3000202326,200600170226,3등급,프로폴리스추출물,20060017022,경기도,경기도 이천시,2025-03-27
혈당 혈압 콜레스테롤 기억력엔 바나바잎 코큐텐 홍국 은행잎추출물,자가품질위탁검사 부적합(코엔자임Q10 함량 미달),주식회사 코스팜,충청남도 천안시 서북구,,8809682354560,30g,2025.2.26.,영업자 직접 회수,2027.2.25.,건강기능식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253565, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253566, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253567, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253568, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253569, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253563, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2253564",E0205200000000,2025-03-26 13:02:12.427176,3000202241,20172880236297,3등급,홍국,20172880236,충청남도,충청남도 천안시,2025-03-26
통통 자숙 꼬막살,제조일자 사실과 다르게 표시,유한회사 전일냉동수산,전남광주통합특별시 곡성군,,,1kg,2024-12-20,납품처 반품처리,제조일로부터 2년,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2214154, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2215043",C0319060000000,2025-01-21 13:32:19.801925,3000199458,202407901613,3등급,기타 수산물가공품,20240790161,전남광주통합특별시,전남광주통합특별시 곡성군,2025-01-21
구운 대구알포,소비기한 연장 표시,주식회사 서윤,강원특별자치도 동해시,,,"100g, 200g, 300g, 400g, 500g, 1kg",데이터없음,택배 등,2026-09-15,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2214044, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2214053",C0319030100000,2025-01-17 17:30:59.448017,3000199414,,1등급,조미건어포,20240602109,강원특별자치도,강원특별자치도 동해시,2025-01-17
생그린 생강차,세균수 기준 규격 부적합,고흥식품,전남광주통합특별시 고흥군,,8804039000008,1kg,데이터없음,거래처 재고량 반품,2026-11-05,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2209263, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2209264",C0309010200000,2025-01-14 16:36:49.13949,3000199198,1993051805412,3등급,액상차,19930518054,전남광주통합특별시,전남광주통합특별시 고흥군,2025-01-14
라라스윗  저당 단팥바,대장균군 기준규격 부적합,동그린주식회사,강원특별자치도 강릉시,,8809599360791,70 ml,2024-10-08,거래처 재고량 반품 및 소비자 보관물량 회수,,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2186180, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2186181, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2186182",C0302010400000,2024-11-29 15:11:52.56569,3000197564,19960379001499,3등급,샤베트,19960379001,강원특별자치도,강원특별자치도 강릉시,2024-11-29
키위 천연 식초,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,900mL,데이터없음,,,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179864, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179885",C0312010000000,2024-11-15 17:19:40.285809,3000197156,,1등급,식초류,,울산,울산 북구,2024-11-15
꾸지뽕 효소,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,2L,데이터없음,거래처 및 판매처를 통한 영업자 회수,,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179867, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179886",C0323020000000,2024-11-15 17:19:59.088568,3000197158,,1등급,기타가공품,,울산,울산 북구,2024-11-15
보혈주,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,500mL,데이터없음,거래처 및 판매처를 통한 영업자 회수,,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179893, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179894",C0314000000000,2024-11-15 17:20:38.278246,3000197162,,1등급,주류,,울산,울산 북구,2024-11-15
여주환,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,300g,데이터없음,거래처 및 판매처를 통한 영업자 회수,,가공식품,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179850,C0323020000000,2024-11-15 17:17:48.122998,3000197140,,1등급,기타가공품,,울산,울산 북구,2024-11-15
자색 양파 천연 식초,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,500mL,데이터없음,,,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179883, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179857",C0312010000000,2024-11-15 17:19:04.564824,3000197153,,1등급,식초류,,울산,울산 북구,2024-11-15
구증구포 흑 구기자,영업등록을 하지 않고 식품을 제조,한국전통약초연구소,울산 북구,,,72g,데이터없음,거래처 및 판매처를 통한 영업자 회수,,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179872, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=2179873",C0309010100000,2024-11-15 17:21:01.919665,3000197165,,1등급,침출차,,울산,울산 북구,2024-11-15
